title,year,duration,votes,meta_score,budget,opening_weekend_gross,gross_worldwide
"Yu-Gi-Oh!: The Dark Side of Dimensions",2016,130,3700,0,0,656756,7445186
"Baar Baar Dekho",2016,141,7900,0,35000000,612363,7122579
"Neruda",2016,107,11000,82.0,0,29402,3884746
"The Red Turtle",2016,80,40000,86.0,0,21010,6613503
"George Takei's Allegiance",2016,130,277,0,1000000,784850,902012
"Gentleman",2016,144,2800,0,0,537490,923884
"Believe",2016,119,488,0,3500000,477387,890303
"Frantz",2016,113,18000,73.0,9474971,18745,7478354
"Ki & Ka",2016,126,6500,0,0,439521,1166781
"Premam",2016,157,1900,0,0,448129,834525
"Dishoom",2016,124,9400,0,0,442299,1331922
"Operation Mekong",2016,123,5500,0,30200000,85082,173839072
"The Wailing",2016,156,90000,81.0,6420000,77892,49851770
"31",2016,102,24000,35.0,1500000,0,850419
"Chongqing Hot Pot",2016,94,1500,52.0,0,201960,58106427
"I Belonged to You",2016,112,678,0,400000000,311738,119107580
"Saturday's Warrior",2016,120,308,0,0,96041,744046
"The Monkey King 2",2016,119,3600,0,68005000,166391,193678298
"The Exception",2016,107,16000,60.0,0,21351,872805
"Little Men",2016,85,8000,86.0,2000000,30368,2008649
"Chaar Sahibzaade 2: Rise of Banda Singh Bahadur",2016,134,895,0,0,303863,1256852
"Lost in Paris",2016,83,3700,74.0,2100000,4510,2087225
"Mr. Church",2016,104,32000,37.0,8000000,338551,685780
"American Honey",2016,163,48000,80.0,0,71203,2888927
"Range 15",2016,89,5200,0,1000000,1044,621738
"Tickled",2016,92,22000,76.0,0,21898,790519
"Neither Wolf Nor Dog",2016,110,387,57.0,0,0,606511
"Master",2016,143,2800,53.0,0,72821,51636415
"Lo and Behold: Reveries of the Connected World",2016,98,14000,76.0,0,114273,765796
"Gleason",2016,110,3200,80.0,0,91583,583664
"Tommy's Honour",2016,112,1400,56.0,0,209190,751345
"Tunnel",2016,126,11000,68.0,0,172521,52444295
"Cold War 2",2016,110,3300,56.0,0,157385,103197501
"American Pastoral",2016,108,19000,43.0,0,149038,2063436
"The Age of Shadows",2016,140,12000,78.0,8620000,165685,54491162
"Fitoor",2016,131,5500,0,9000000,347164,3454709
"The First Monday in May",2016,90,2000,57.0,0,99242,1072943
"Raw",2016,99,93000,81.0,3500000,24825,3098251
"Befikre",2016,130,8500,0,0,498000,9441773
"Wiener-Dog",2016,88,11000,66.0,0,24311,734729
"Luck-Key",2016,112,3400,0,0,113846,48913975
"Gimme Danger",2016,108,6700,72.0,0,44725,950040
"Baaghi",2016,133,11000,0,5200000,237215,11267839
"I Am Not Madame Bovary",2016,128,2600,65.0,0,181552,70826207
"One Piece Film: Gold",2016,124,8000,43.0,0,50241,66207073
"Chasing Trane: The John Coltrane Documentary",2016,99,2500,69.0,0,16626,406910
"Things to Come",2016,102,15000,88.0,3200000,31936,5638693
"The Wasted Times",2016,125,2100,0,0,95514,18345372
"Letters from Baghdad",2016,95,501,71.0,950000,19725,502941
"Mr. Donkey",2016,113,2300,0,0,86931,25537759
"Eat That Question: Frank Zappa in His Own Words",2016,93,1400,74.0,0,16695,365540
"Happy Bhaag Jayegi",2016,126,5900,0,0,159895,426345
"Kahaani 2",2016,127,6300,0,0,279009,5092550
"L.O.R.D: Legend of Ravaging Dynasties",2016,118,1400,0,0,170676,58089494
"Terrifier",2016,85,82000,0,35000,123957,421798
"Te3n",2016,136,14000,0,0,258066,391957
"Kaashmora",2016,163,2100,0,7500000,298674,354631
"The Bounce Back",2016,104,783,0,3000000,227354,421404
"Chuck",2016,98,7200,68.0,0,34565,502518
"AmeriGeddon",2016,90,13000,0,0,125571,316554
"Obit.",2016,93,805,72.0,0,0,315049
"Citizen Jane: Battle for the City",2016,92,687,70.0,0,31451,323124
"My Life as a Zucchini",2016,70,31000,85.0,6500000,31853,5873157
"Christine",2016,119,17000,72.0,0,13384,313465
"Aquarius",2016,146,21000,88.0,2500000,29129,3085977
"After the Storm",2016,118,13000,84.0,0,27880,5382886
"Kingsglaive: Final Fantasy XV",2016,110,24000,35.0,0,119801,5725482
"Wakefield",2016,106,19000,62.0,0,11299,798214
"I, Daniel Blake",2016,100,67000,78.0,0,18682,15697699
"Cezanne et Moi",2016,117,1500,54.0,0,15744,4529583
"Life, Animated",2016,92,6300,75.0,0,21883,342664
"Dean",2016,94,2700,58.0,0,60366,254536
"Oasis: Supersonic",2016,122,13000,71.0,0,16880,1492044
"Jimmy Vestvood: Amerikan Hero",2016,84,3100,0,500000,60860,290080
"The Love Witch",2016,120,22000,82.0,0,17980,258576
"Jeremiah Tower: The Last Magnificent",2016,103,557,68.0,0,20268,228153
"Spirit of the Game",2016,98,316,0,3200000,45580,222565
"Akira",2016,137,4500,0,0,136644,4269500
"California Typewriter",2016,103,1100,80.0,0,5031,218563
"Railroad Tigers",2016,124,5100,47.0,50000000,116211,102205175
"All I See Is You",2016,109,14000,43.0,30000000,144076,678150
"Big Sonia",2016,93,462,71.0,500000,4398,212471
"Seed: The Untold Story",2016,94,389,0,650000,0,209752
"Kaptaan",2016,142,246,0,60000000,109993,296715
"White Girl",2016,88,12000,65.0,0,34058,200242
"Risk",2016,86,2400,72.0,0,76327,214669
"Spark: A Space Tail",2016,91,1400,22.0,0,116873,1040689
"Complete Unknown",2016,91,6700,58.0,0,14149,217473
"The Masked Saint",2016,105,779,22.0,3500000,123839,182695
"League of Gods",2016,109,3100,0,300,84779,43498766
"The Bad Batch",2016,118,37000,62.0,6000000,89111,201890
"Past Life",2016,109,625,60.0,0,14960,191678
"Graduation",2016,128,15000,84.0,2000000,10305,2015002
"Asura",2016,136,3600,64.0,0,21253,18300843
"In This Corner (and Other Corners) of the World",2016,129,13000,73.0,0,24205,19496308
"David Lynch: The Art Life",2016,88,7300,75.0,0,10823,311470
"Apparition Hill",2016,115,77,0,120000,4152,170457
"Polina",2016,108,2000,65.0,0,12588,1000474
"Eva Hesse",2016,108,193,69.0,0,12780,157481
"The Journey",2016,94,2200,53.0,0,32895,482209
"Endless Poetry",2016,128,6800,78.0,0,28591,559029
"The Void",2016,90,44000,62.0,0,50026,368372
"The Unknown Girl",2016,113,11000,65.0,7031914,13477,2432640
"Kicks",2016,80,4600,69.0,2000000,32111,150191
"Michael Moore in TrumpLand",2016,73,4200,54.0,0,50200,149090
"Restless Creature: Wendy Whelan",2016,90,387,87.0,0,19879,147780
"The Last Dalai Lama?",2016,82,63,66.0,900000,9786,145524
"Until Forever",2016,100,758,0,0,12445,277667
"Ism",2016,132,489,0,0,120155,134165
"Dawson City: Frozen Time",2016,120,2200,86.0,0,0,132369
"Moka",2016,89,1300,69.0,0,10094,1493067
"I Called Him Morgan",2016,92,2000,90.0,0,12902,128986
"Marie Curie: The Courage of Knowledge",2016,100,1600,49.0,0,18600,1944392
"Spirits' Homecoming",2016,127,586,0,1960000,10012,23857217
"The B-Side",2016,76,851,77.0,0,12035,125227
"'85: The Greatest Team in Football History",2016,90,171,0,650000,0,124573
"Fire at Sea",2016,114,6100,87.0,0,0,1178377
"Three",2016,88,2200,71.0,0,58196,15121228
"Remember the Goal",2016,88,420,0,0,70136,119100
"Caged No More",2016,90,576,0,0,69372,114959
"Abacus: Small Enough to Jail",2016,88,3000,73.0,0,12528,113278
"The King's Choice",2016,133,11000,64.0,0,7850,10017316
"Slack Bay",2016,122,5000,66.0,7209690,0,4925446
"Zero Days",2016,116,11000,77.0,0,49110,109649
"In Between",2016,103,3200,78.0,0,5888,1679952
"Like Crazy",2016,116,10000,74.0,15000000,5799,9046658
"Best Worst Thing That Ever Could Have Happened",2016,95,760,81.0,0,23490,106986
"Dictator",2016,155,777,0,300000000,30593,104734
"Cameraperson",2016,102,3500,89.0,0,12760,109464
"Tower",2016,82,8400,92.0,0,0,101987
"Score",2016,93,5000,67.0,0,8088,184025
"Some Like It Hot",2016,116,1200,0,0,42230,95721752
"Rock on 2",2016,143,2300,0,0,81023,2293659
"Aida's Secrets",2016,90,279,80.0,0,5665,98468
"Seondal: The Man Who Sells the River",2016,120,918,0,0,36415,14788747
"Never Gone",2016,100,1200,0,0,52134,48980792
"The Fight Within",2016,94,464,0,0,57124,94326
"New York, New York",2016,106,152,0,0,42239,1545352
"Other People",2016,97,13000,67.0,0,36997,91441
"Morris from America",2016,91,5700,75.0,0,15673,91151
"I Married an Anti-Fan",2016,120,1100,0,0,58767,12194083
"Goldstone",2016,110,6400,78.0,0,1300,650352
"Sand Storm",2016,87,4000,74.0,3850000,6849,414698
"Author: The JT LeRoy Story",2016,110,1300,72.0,0,23413,99708
"Chapter & Verse",2016,97,236,70.0,0,31331,84147
"Cock and Bull",2016,110,961,0,0,33231,20490872
"A Street Cat Named Bob",2016,103,35000,54.0,8000000,32887,16054411
"King Cobra",2016,91,9700,48.0,0,11624,81757
"For the Love of Spock",2016,111,5000,74.0,0,0,80141
"My Best Friend's Wedding",2016,91,373,0,0,39984,5707770
"Stefan Zweig: Farewell to Europe",2016,106,2800,75.0,0,11729,1370772
"Sky on Fire",2016,99,421,45.0,0,39589,5335450
"Irudhi Suttru",2016,109,13000,0,0,76931,94787
"Sword Master",2016,108,2700,0,0,40113,14714624
"Te Ata",2016,105,1000,51.0,2500000,28640,73236
"Buster's Mal Heart",2016,96,12000,63.0,0,7137,73121
"Do Not Resist",2016,72,1200,69.0,0,7150,72791
"Dancer",2016,85,3200,65.0,0,7140,1131649
"The Congressman",2016,98,488,0,0,14260,71451
"Norman Lear: Just Another Version of You",2016,91,482,66.0,0,16912,70950
"My Entire High School Sinking Into the Sea",2016,75,1300,72.0,0,13684,68883
"Alive and Kicking",2016,88,523,77.0,0,12201,68485
"Phantom Detective",2016,126,1400,0,0,7804,9754195
"The Teacher",2016,102,3900,77.0,0,15091,1350426
"The Tenth Man",2016,82,1300,66.0,0,0,295129
"Trapped",2016,90,273,77.0,0,17626,63241
"The Gardener",2016,88,300,61.0,85850,6298,149723
"The Tiger Hunter",2016,94,1100,66.0,1250000,0,62398
"In a Valley of Violence",2016,104,22000,64.0,0,29343,61797
"Donald Cried",2016,85,1400,72.0,0,7977,61406
"Time Renegades",2016,107,1300,0,0,6068,8312361
"Bang! The Bert Berns Story",2016,94,81,79.0,0,3923,59299
"Vanishing Time: A Boy Who Returned",2016,130,2400,0,0,4156,3328517
"Command and Control",2016,92,1000,77.0,0,5385,57635
"Pele: Birth of a Legend",2016,107,22000,39.0,0,7226,7846608
"Dongju: The Portrait of a Poet",2016,110,485,0,0,17724,7809531
"The Lovers & the Despot",2016,98,1100,65.0,0,14925,95521
"Voyage of Time",2016,44,3100,77.0,0,55409,337038
"High Strung",2016,96,11000,48.0,0,40708,2093725
"Being 17",2016,114,7500,83.0,5500000,8838,2050766
"My Journey Through French Cinema",2016,201,1000,87.0,0,10636,73514
"Tickling Giants",2016,111,1700,78.0,0,8159,51499
"The Unknowns",2016,85,70,0,15000,0,51035
"Like for Likes",2016,120,756,0,0,25107,5715555
"The Ornithologist",2016,117,3900,85.0,0,6132,74714
"Keep Quiet",2016,90,365,76.0,0,6500,50451
"The Take",2016,92,53000,48.0,20000000,41546,14857808
"From the Land of the Moon",2016,120,6900,40.0,10300000,4473,6547983
"So B. It",2016,98,780,46.0,0,7455,47627
"The Greasy Strangler",2016,93,9000,58.0,0,22500,67427
"3 Weeks in Yerevan",2016,92,218,0,0,29245,45536
"We Are X",2016,93,1100,64.0,0,7526,548126
"Nuts!",2016,79,899,82.0,0,0,44230
"Phantom of the Theatre",2016,103,432,47.0,0,21001,13526843
"The Land",2016,104,1900,50.0,0,17958,43756
"The Death of Louis XIV",2016,115,2700,76.0,0,8002,209715
"Mastizaade",2016,119,3100,0,0,29878,2535207
"Hermia & Helena",2016,87,501,79.0,0,12986,44156
"Restored Me",2016,135,77,0,750000,1316,42173
"One Week and a Day",2016,98,987,72.0,0,6833,152178
"The Settlers",2016,107,298,75.0,0,0,41562
"Karl Marx City",2016,89,263,73.0,0,0,41072
"Wild Oats",2016,86,4900,0,10000000,21554,247949
"Is That a Gun in Your Pocket?",2016,95,2100,7.0,0,10422,39928
"Paradise",2016,130,2100,52.0,4635000,2401,945991
"The Commune",2016,111,8500,60.0,0,9249,4410339
"Spa Night",2016,93,1400,76.0,0,7056,38578
"Germans & Jews",2016,76,83,73.0,0,5024,38100
"The Heart of Nuba",2016,85,147,66.0,0,4016,37788
"A Woman's Life",2016,119,1400,74.0,0,11483,895944
"School Life",2016,99,329,73.0,0,2332,86616
"Trust Fund",2016,107,302,0,0,18023,36885
"How to Let Go of the World: and Love All the Things Climate Can't Change",2016,127,385,50.0,1600000,5800,36386
"The Road Movie",2016,67,956,66.0,0,17175,35757
"Rat Film",2016,82,1000,83.0,0,7793,35195
"Sophie and the Rising Sun",2016,105,1500,55.0,0,0,34630
"Sweet Sixteen",2016,93,322,0,0,21439,22819702
"Off the Rails",2016,86,366,80.0,0,8795,34249
"The Map Against the World",2016,129,153,0,0,9962,7035812
"Afterimage",2016,98,3400,75.0,0,5832,1032768
"Alone in Berlin",2016,103,10000,52.0,0,8869,1205598
"The Intervention",2016,90,6700,57.0,0,23316,32919
"Under the Shadow",2016,84,31000,83.0,0,13565,133324
"Sidemen: Long Road to Glory",2016,77,169,70.0,0,6120,31399
"Poor Boy",2016,104,253,0,150000,10920,31031
"The Son of Joseph",2016,113,920,75.0,0,0,38774
"Nocturama",2016,130,5500,71.0,5600000,5402,321768
"For a Few Bullets",2016,115,248,0,0,17138,7860447
"The Best Democracy Money Can Buy",2016,114,164,58.0,500000,9511,29500
"The Last Princess",2016,127,2300,0,0,11607,4135255
"Restoring Tomorrow",2016,82,76,72.0,0,0,28556
"The Seasons In Quincy: Four Portraits of John Berger",2016,90,252,56.0,0,5304,61267
"Ribbons",2016,95,55,0,0,5715,27959
"Radio Dreams",2016,93,329,74.0,500000,2712,27836
"The Untamed",2016,98,7100,72.0,0,2718,61249
"Unlocking the Cage",2016,91,428,63.0,0,3708,27284
"The Eyes of My Mother",2016,76,15000,63.0,0,8908,29539
"Mali Blues",2016,90,126,85.0,0,0,26950
"Papa",2016,106,79,0,5000000,14644,1356033
"They Call Us Monsters",2016,82,674,65.0,0,0,26080
"Jet Trash",2016,85,375,49.0,0,4914,26618
"Kate Plays Christine",2016,112,1300,75.0,0,6175,27364
"Banjo",2016,137,1300,0,0,18320,25531
"The New Year's Eve of Old Lee",2016,106,88,0,0,15519,8099301
"Disturbing the Peace",2016,87,286,81.0,0,10907,25287
"Naples '44",2016,80,239,51.0,0,6636,24863
"The Fiancé",2016,79,163,0,0,4812,23986
"Simple Creature",2016,92,241,0,0,3006,23918
"A Woman, a Part",2016,97,490,66.0,0,5869,23562
"Finding Oscar",2016,100,343,72.0,0,2365,23116
"Goat",2016,96,8200,64.0,0,23020,23020
"Una",2016,94,12000,62.0,0,6120,508169
"Generation Startup",2016,93,120,46.0,0,5756,22271
"Sanam Teri Kasam",2016,154,21000,0,0,22121,1390705
"The Transfiguration",2016,97,4200,65.0,0,4605,28631
"The Girl Without Hands",2016,76,1500,82.0,0,2916,121020
"Blue Jay",2016,80,21000,69.0,0,5159,21626
"Term Life",2016,93,8800,23.0,16500000,13040,243793
"God Knows Where I Am",2016,97,994,66.0,1100000,0,21135
"The Happys",2016,87,165,0,0,7707,21108
"Massacre on Aisle 12",2016,83,1900,0,0,967,21106
"A Beginner's Guide to Snuff",2016,87,535,0,0,5204,21031
"Whisky Galore",2016,98,2100,42.0,5400000,0,659920
"Man Underground",2016,95,150,0,0,2194,20907
"All These Sleepless Nights",2016,100,1900,70.0,0,4544,20762
"Better Watch Out",2016,89,49000,67.0,0,12569,176288
"No Pay, Nudity",2016,92,234,0,0,3221,20017
"Art Bastard",2016,82,91,70.0,0,19600,19600
"Hunter Gatherer",2016,90,686,70.0,0,0,19462
"Revelation: Dawn of Global Government",2016,106,81,0,1000000,14975,19107
"Search Engines",2016,98,225,0,0,3044,19033
"Carrie Pilby",2016,98,14000,52.0,0,13944,28430
"Desolation",2016,90,909,0,0,11320,18490
"All the Rage",2016,94,302,47.0,0,9765,18489
"Burden",2016,88,345,72.0,0,3231,20437
"Glory",2016,101,2600,83.0,0,3716,87728
"The Channel",2016,93,379,0,0,4214,18319
"Clash",2016,97,6300,78.0,0,0,143121
"Peter and the Farm",2016,91,898,80.0,0,3844,18123
"Harry Benson: Shoot First",2016,87,452,74.0,0,4798,18092
"Holy Hell",2016,100,6300,64.0,0,9238,18051
"The Last Shaman",2016,77,2100,49.0,0,6799,17844
"Sacred",2016,87,74,60.0,0,4149,17740
"Harmonium",2016,120,3000,84.0,0,3453,153283
"Food Evolution",2016,92,643,72.0,0,2851,17181
"Always Shine",2016,85,5900,72.0,0,4211,17102
"On the Map",2016,85,36,62.0,0,151,17099
"Swim Team",2016,90,137,72.0,0,4024,16783
"The Freedom to Marry",2016,86,208,67.0,0,6142,16611
"Brave New Jersey",2016,86,699,45.0,0,13437,16544
"Kills On Wheels",2016,103,4000,65.0,0,380,43273
"The Competition",2016,121,370,69.0,500000,0,87492
"Be Somebody",2016,88,4400,0,0,14129,15395
"Contemporary Color",2016,97,218,79.0,0,1451,15305
"SHOT! The Psycho-Spiritual Mantra of Rock",2016,98,801,67.0,0,6694,18295
"Porto",2016,76,2400,48.0,0,2090,107062
"Vince Giordano: There's a Future in the Past",2016,90,51,74.0,0,6285,14807
"Brother Nature",2016,97,1700,53.0,0,9699,14218
"Newtown",2016,85,1700,87.0,0,6796,14109
"Shangri-La Suite",2016,90,1100,0,0,13344,14073
"After Love",2016,100,2500,66.0,0,810,1728251
"Spices of Liberty",2016,115,43,0,0,6075,13463
"The Duelist",2016,109,3400,55.0,0,7576,6101904
"Shed Skin Papa",2016,100,115,0,0,7950,1278065
"Lou Andreas-Salomé, The Audacity to be Free",2016,113,661,60.0,0,5060,475400
"Junction 48",2016,95,749,62.0,0,5516,12795
"My Art",2016,86,193,53.0,0,5538,12554
"The Monster",2016,91,20000,69.0,2700000,6624,74700
"Blind",2016,98,4600,36.0,2500000,12522,98280
"Kiki, Love to Love",2016,102,6600,0,0,3954,7551282
"4 Days in France",2016,137,626,73.0,0,3728,12273
"Staying Vertical",2016,98,2600,65.0,0,4240,456271
"Zen for Nothing",2016,100,116,0,0,1268,12107
"When Two Worlds Collide",2016,103,568,71.0,0,2548,12080
"Lucha Mexico",2016,103,234,56.0,0,7245,11722
"Don't Call Me Son",2016,82,1600,77.0,0,2066,205987
"The Ruins of Lifta",2016,77,12,71.0,0,4620,11548
"Dead Awake",2016,99,3600,0,0,8834,21675
"Souvenir",2016,90,1200,49.0,0,2267,359798
"Saigon Bodyguards",2016,112,373,0,0,2252,11314
"Theo Who Lived",2016,86,123,71.0,0,4990,11271
"Hacker",2016,95,12000,0,2000000,6716,11239
"The Challenge",2016,69,408,69.0,0,2171,11043
"What Happened Last Night",2016,90,229,0,800000,7147,10844
"National Bird",2016,92,729,75.0,0,3030,10656
"Lovesong",2016,84,5500,74.0,0,1718,10626
"The Autopsy of Jane Doe",2016,86,152000,65.0,4000000,0,6170043
"Approaching the Unknown",2016,90,9200,53.0,0,6476,10232
"Beta Test",2016,88,22000,0,1600000,5778,10104
"Machines",2016,71,663,76.0,240000,2838,14331
"Strangers on the Earth",2016,96,32,54.0,0,3768,9518
"Miss Kiet's Children",2016,115,318,83.0,0,2035,369581
"Chosen",2016,105,1100,0,2300000,2449,9536
"Hooligan Sparrow",2016,84,577,78.0,0,0,9263
"Frank & Lola",2016,88,6600,56.0,0,5747,9188
"The Eyes",2016,95,944,0,0,2075,9104
"Magnus",2016,78,2800,52.0,1000000,1204,101739
"The Last King",2016,99,7900,0,45000000,4599,3705618
"Providence",2016,79,76,0,0,6193,8840
"Blood Feast",2016,90,1200,0,1200000,4046,8708
"Irreplaceable",2016,102,3400,0,5400000,1443,15130912
"We Are the Flesh",2016,79,3600,62.0,400000,835,8438
"Silicon Cowboys",2016,77,2200,75.0,0,5724,8239
"From Nowhere",2016,89,413,75.0,0,5408,8109
"Pet",2016,94,20000,48.0,0,63,22003
"Cinderella",1950,74,180000,85.0,2900000,1300000,96383330
"Sunset Boulevard",1950,110,247000,94.0,1752000,169067,309467
"All About Eve",1950,138,144000,98.0,1400000,10177,154736
"Rashomon",1950,88,188000,98.0,250000,15942,139819
"Gun Crazy",1950,87,16000,74.0,400000,0,17322
"Stage Fright",1950,111,17000,62.0,1437000,0,511
"The Asphalt Jungle",1950,112,31000,85.0,1232000,0,29868
"Treasure Island",1950,96,10000,89.0,0,0,4419657
"The Damned Don't Cry",1950,103,3900,0,1233000,0,66
"King Solomon's Mines",1950,103,7300,69.0,2258000,0,951
"Annie Get Your Gun",1950,107,5500,77.0,3768785,0,0
"Panic in the Streets",1950,96,9200,0,1400000,0,43
"Stromboli",1950,81,8400,0,1000000,0,17532
"La Ronde",1950,93,6200,82.0,0,0,852
"The Flame and the Arrow",1950,88,4400,0,1600000,0,6713
"Érase una vez",1950,90,69,0,4000000,0,314
"The Lord of the Rings: The Fellowship of the Ring",2001,178,2100000,92.0,93000000,47211490,888184831
"Harry Potter and the Sorcerer's Stone",2001,152,899000,65.0,125000000,90294621,1026428854
"Monsters, Inc.",2001,92,1000000,79.0,115000000,62577067,579770299
"Shrek",2001,90,768000,84.0,60000000,42347760,488977919
"Rush Hour 2",2001,90,248000,48.0,90000000,67408222,347325802
"The Mummy Returns",2001,130,357000,48.0,98000000,68139035,443284916
"Pearl Harbor",2001,183,360000,44.0,140000000,59078912,449220945
"Ocean's Eleven",2001,116,642000,74.0,85000000,38107822,450717150
"Jurassic Park III",2001,92,351000,42.0,93000000,50771645,368780809
"Planet of the Apes",2001,120,238000,50.0,100000000,68532960,362211740
"A Beautiful Mind",2001,135,1000000,72.0,58000000,367151,316791257
